rate,Comment
5,"I hate when people alter the recipe and then rate the recipe based on the changes they made.  I believe rating should be on the recipe as it is written.  That being said, we&apos;re giving this one 5 stars.  I can see how some of the suggested additions/adjustments could be good as well, but the recipe is wonderful as is.  The aroma, flavor and texture were all good enough that I could see this soup served at a fine restaurant.  The ingredients all worked together very well and there wasn&apos;t anything that seemed out of place.  I was worried about the dill and thought it would overpower but it definitely does not.  
                                
                                I can see how some people might find this soup to be a little on the heavy side (with the half-and-half and the butter) or salty side (with the use of regular chicken broth), but personally I don&apos;t think anything needs to be done.  I think it&apos;s a good fall soup worth trying."
5,"Wonderful soup and perfect for a cold snowy day!  Made exactly as written and received great reviews from those heading in from the slopes.  Based on personal preference, I reduced the butter down to 2.5 tablespoons of butter - couldn&apos;t tell the difference.  Will definitely go into my family&apos;s list of favorites!!!"
5,"My grandfather grew up in Poland near the Russian border and this potato soup reminds me of our family recipe.  This soup is comforting, rich, delicious, and not your ordinary potato soup but out of this world!  I substituted onions for leeks, and added 1/2 cup sour creme in addition to half and half.  I used portabella mushrooms rather than button mushrooms for richer flavor.  Thank you for a wonderful recipe!"
5,"I reviewed this a while back.  Had to update the process I intend to use from now on.  I found that the cream and flour mixture to thicken the soup wasn&apos;t necessary IF you blend at least half the soup before adding the mushrooms.  The blended potato made it chowder-like.  I also added a dollop of sour cream for a nice tart flavor, and shredded cheese on top.  LOVE IT!"
5,Holy toledo this was amazing soup! I substituted sour cream for the half n half like a previous reviewer suggested. Wow! The dill really added a special and yummy twist. Loved it and will definately make it again!
5,This soup was fabulous! The broth was so good! I used a sweet onion instead of leeks and I sauteed the potatoes and onion together before putting it into the soup and then sauteed the carrots. I just cut my mushrooms and put them straight into the soup. I can&apos;t wait to make it again.
5,This is so good. I used onions instead of leeks and added a little crumbled bacon when served. Delicious. thank you DTERESA.
5,"This is absolutely fabulous!  It&apos;s a cross between mushroom soup, and potatoe soup -- and the best of both!  Everyone LOVES this!  It&apos;s even great the next day!!  FABULOUS flavor!  YUM!"
5,Mmmmm....wonderful....I substituted the half and half for plain yogurt mixed with a bit of water and also whole wheat flour works well....I also pureed half the veggies in my blender at the end of the recipe and mixed it back into the soup for a more creamy texture....fabulous! Thank you!
3,Not bad but not totally to our taste. Still it&apos;s easy and fast to make.
5,"This is beyond awesome. I didn&apos;t have clam juice as Cindy recommended to cook the potatoes in, but I did have chicken broth. I had about four large celery ribs that needed to be used, so I just chopped it up along with the carrots and threw them in the bacon fat with the potatoes. (I had to add just a little more previously reserved bacon fat to the pan, only because there was more veg. I know I&apos;m not the only one who saves bacon fat in the fridge!) I followed the recipe exact. I&apos;m the only one who loves clam chowder in this house, which is fine with me. I&apos;m NOT SHARING. I ate two bowls with homemade ranch oyster crackers. I feel better already! NOTE: Next time, I&apos;ll be sure to cook the potatoes with the clam juice. Good tip."
5,"Yummm, I love this!  Instead of cooking the potatoes in the water I use 2 bottles of clam juice.  Makes it more clammy.  I had submitted this about 7 years ago and I&apos;ve changed it a bit since then.  Still using the Knoor Brand Leek Soup mix."
5,"I wish I could give this more than 5 stars!  Here&apos;s why:  First, it&apos;s SUPER easy to put together.  Second, it&apos;s MUCH less expensive than buying the *gasp!* canned stuff.  And third, EVEN I LIKED IT!!  I should mention that I really don&apos;t like clam chowder at all, but of course the only stuff I&apos;ve ever tasted was the canned stuff *gasp again!*  My kids love clam chowder and fight each other for it if there&apos;s not enough to share, so I made this for them.  As recommended, I used two bottles of clam juice instead of water to boil the potatoes and carrots in.  I had promised the recipe&apos;s author on the Recipe Exchange that I would at least TASTE the soup and boy am I glad I did!!  The kids almost had to fight ME for this.  We&apos;ll definitely be having this soup again many, many times.  Thanks for making me a clam chowder lover, Cindy!!"
5,I Love this recipe but I hate when people make changes to it then Post that. If you have ideas why don&apos;t you create your own recipe and post that. Don&apos;t screw with someone else&apos;s creation. How rude
5,"I will elaborate, but I think Hubs&apos; remark as he ate his first spoonful says it all.  ""This is really good,"" he said.  ""Much better than most of the stuff I get at restaurants.  Make it again.""  How&apos;s THAT for a compliment?  I stuck pretty closely to the recipe, but I did substitute celery for the carrots (icky-I don&apos;t like them), and added some finely chopped onion.  I also covered the potatoes with bottled clam juice (one 8-0z bottle for a half recipe)  rather than water, which I think contributed significantly to its full flavor.  I did find then, that I didn&apos;t need quite the full amount of half-and-half to achieve the right level of thickness.  I didn&apos;t add salt to the soup, thinking there might just be enough in the leek soup mix, which proved to be the case.  This is rich, full-flavored and satisfying in every way. We cleaned up every drop."
5,"This chowder definitely lives up to it&apos;s name! It is not too milky, or too clammy, it&apos;s just right! Very hearty and easy soup to make. I used chicken broth in place of water to cover my potatoes, may try using extra clam juice next time. I also added in an onion with the potato and carrot, just because I had one and I felt like it should be in there . I did only use one package of the leek soup mix merely because I am a dork and only grabbed one at the store. I think one did the soup just fine though : )  Served it up in some sourdough breadbowls (wish I could have made those too!) and it was to die for! My man couldn&apos;t stop saying how good it was, best we&apos;ve ever had. Thanks for the awesome recipe Cindy!"
5,This is a savoury chowder. I followed the directions exactly as written by Cindy. (I did buy minced clams by mistake but I actually like the smaller pieces).Even if you do not like clam chowder I think you would like this one it does not taste clamy at all. I made it in the morning planning on reheating it for dinner in a double boiler but it was so flavoursome I ended up eating a bowl for breakfast. Served with oyster crackers one night and Cheddar Bay Biscuits the next night. Will with out a doubt be making this all winter long. Awesome recipe Cindy thank you
5,Very easy and very tasty! I followed the recipe as written using fat free half and half. I did add about a teaspoon of thyme because I think it adds a richness to the clam flavor. I served this with homemade Caraway Rye from this site and a green salad. Turned a gloomy wet day right around. Thanks Cindy this is a keeper.
5,This totally lived up to its name. It was AWESOME and so easy to make. Followd recipe exactly but husband allergic to half and half so used milk instead
1,Where was the clam taste???? The soup was decent for a cream of potato soup but I have another great recipe for that! Very disappointing. I followed the exact recipe and thought I must have done something wrong but I didn&apos;t...
5,"Great recipe. A bit time consuming because of making the shredded chicken but so delicious I&apos;ve made it a few times now (and I&apos;m very picky about recipes when they take over 45 minutes to make). Achiote powder was hard to find. You might look for it under Annatto seed instead if you can&apos;t find it (it&apos;s a bright red powder). This flavor is what really makes this dish, in my opinion."
5,I used oyster ear mushrooms and turmeric (it was all I had) and added shredded cabbage to the boil (for the fiber;) ). I dipped a warm hard roll in it added a light salad and some iced tea. More than a meal. I thought it was an excellent recipe and far better even than I expected.
4,This had a wonderful flavor. I couldnt find achiote powder so i used achiote paste and it didnt desolve well but it was still very tasty. I think next time ill add a bit more broth because i like it a little more soupy. Im half filipino so this was a comforting and nostalgic dish.
5,Despite the extra preparations needed it was well worth the trouble for a really good Pinoy comfort food. I didn&apos;t have the achiote powder but it was not missed. Thank you for another wonderful recipe Lola!
5,Ginger is a must add! My grandma does it that way too and it adds a whole other level of flavor. This is my comfort food go to.
5,This was comfort food to me...similar to my Mom&apos;s. The older I get the more I want to learn Filipino recipes for my daughter to eat since she is mestiza. A little time consuming but worth it... I couldn&apos;t find the achiote powder but I found the seed so I crushed it to powder (be careful it may stain). I will have to try it with cabbage and carrots next time. I like my veggies. Also my mom adds ginger to her recipe. Super tasty!
5,Incredible. The best ever. I have a chineese exchange student and she raved about it.
4,"Most of the work of course is boiling the chickenand shredding. Otherwise it&apos;s really good and easy. Next time I""ll turn off the pot a little earlier as the noodles became soft later. Definitely add ginger to make it like Moms."
5,This is a great recipe for leftover chicken.  Absolutely loved the way it tasted.
5,Brilliant recipe. Efcharisto for sharing it. This is really good and honest kitchen.
5,This was very good! The lemon really lightens up the soup. The only thing I did different was instead of discarding the veggies I used a stick blender and just pureed them into the broth. I might also try adding a bit of lemon zest next time to enhance the lemon flavor. Nice change from my regular chicken soup will definitely make again.
5,Thanks for this exquisite recipe! I as did one other reviewer blended the vegetables into the soup for added flavor and nutrition. I think that I will add in lemon zest as well next time too to enhance the very lemony flavor which I love.
5,I cooked this for the very first time for our very Greek Easter and very Greek family members. It was Amazing!!!! Will be making it again.
5,Beautiful soup! Filling and delicious. I used my home-made chicken stock instead of the whole chicken then added some chicken breasts which I shredded. Also good without the extra chicken meat. Elegant and simple like most things that impress.
1,I don&apos;t know if I did something wrong when adding the eggs but it was blah! My husband refused to eat it.
5,Wonderful flavor - a real keeper. Thanks so much for sharing!
4,Very good. I added extra lemon juice to my bowl. I also took the other&apos;s advice and added the veggies after sticking them in the blender but I just added a few spoonfuls to my own bowl. Seems like maybe some herbs could be added. Not sure what to add but it is kind of a mild soup. Very good though and I got seconds!
3,Good starting point. I wanted to recreate a soup that is served at a local restaurant. This soup was a bit thinner the egg flavor was less strong and the lemon was more of a sour flavor - as opposed to a bright flavor (holla if you hear me!). I like a strong chicken flavor but did not want to mess with all the skimming so I used 2 lbs split bone-in chicken breast and replaced the water with chicken stock. Hubby hates veggies so I removed them as the recipe suggests but if I had my druthers I&apos;d chop them up leave them in and reduce the amount of chicken. PS... be sure to FOLD the yolks into the egg whites (rather than beat in the mixer) or it will be frothy. Despite the differences the whole family enjoyed the soup.
5,"I have been making this recipe for about 4 years now and consider it the best version of wedding soup I have ever tasted. I make a double batch of meatballs from ground sirloin, then bake them at 350 for about 12-15 minutes to get rid of the grease. I then freeze half of them for another day. Definitely use the fresh basil and onion in the meatballs, and the lemon zest in the soup. They are what set this recipe apart from the usual salty wedding soups. It also helps to use homemade or organic chicken broth."
4,This is good but I tried it the 2nd time with just pork meatballs and it is much tastier. Chicken and pork mixed is also tastier than the ground beef.
5,Wow! I have never rated a recipe before but I randomly came across this one and thought the ingredients sounded good. While it was cooking my husband turned up his nose and questioned where I got the idea from. When I served it he coldn&apos;t stop raving and not a drop was left. It is luscious delectable and definitely one our new comfort foods! Don&apos;t hesitate make it today. I would have given it six stars if it had been an option! (PS I used the spinach instead of the escarole and we served it with a generous splash of lemon juice on each bowl)
5,This is a light soup that is perfect with deli sandwiches for a quick and easy summer meal. I used ground turkey in place of ground beef and added the juice of half a lemon to the pot. As others suggested I made the meatballs as small as possible and used spinach. Even my fussy teen-aged daughter loved it. This is a great soup to serve when you want to impress someone--it looks like a lot more work would have gone into preparing it but it&apos;s really simple and easy to make.
5,"Wonderful soup - the lemon zest is mandatory! I used all the fresh herbs as recommended, plus  added more chopped green onions into the soup itself. Used fresh Italian sausage for great flavor; no escarole available so had to use spinach; added 1 med cubed red potato  (skin on) + 1/2 cup shredded carrots, then since it was a touch salty (may replace some broth with water next time), I added 1/2 cup milk and my family raved about it and a couple asked for the recipe. Thanks for sharing!"
5,I have been making Italian wedding soup for years and everyone loves it yes it is so easy to make but the whole idea of flavoring the chicken broth is to cook the meatballs directly in the broth being as tiny as they are they cook very quickly. I use lemon pepper if I don&apos;t have lomon it helps brighten up the taste.
4,This is a great recipe however I changed it slightly by using half lean pork meat and half lean ground beef and the flavour was immensly better.
5,"DELICIOUS! Fresh herbs are a must to give this such flavor. My meatballs were 1/2"" and I baked them at 350 for 10 minutes to release the grease. I like this recipe for the ease of making it in such a short time. The only thing missing was those toasted cheddar bread cubes. Will make again!"
5,This soup was excellent! I&apos;ve never had Italian Wedding Soup anywhere but Atlanta Bread Co. so I was excited to see this recipe. It was extremely easy to make - the only time consuming part being rolling the meatballs. As per other&apos;s suggestions I also recommend making the meatballs as small as you can roll them and have them stay together. This recipe served 4 without ANY left-overs so adjust accordingly.
3,Not bad but I have had better Wedding soup. The search continues. The meatballs are terrific. that is why I gave it threee stars.
5,"I would recommend NOT making alterations to this soup because the purpose of the set recipe is to lose weight.  I did lose weight when I made this (it was for a vacation), and it tasted great!!  I checked with a local hospital, and they said this recipe is used for overweight patients to get them to lose weight rapidly to prepare for surgery.  I would recommend this recipe to anyone!"
5,"I&apos;ve been making this for my boyfriend for about three months now.  The only thing I do different is to add ground turkey.  He eats a light breakfast of whatever he wants, a light sandwich for lunch and the soup for dinner.  He likes to add some heat in the form of Tabasco or different dried peppers as it heats on the stove EVERY NIGHT.  He&apos;s lost over 50 pounds!  I&apos;m sick of making it, but if it&apos;s working and he&apos;s enjoying it, I&apos;ll keep a pot of it in the fridge."
5,"First of all, a minor caveat-- I&apos;ve never had to diet, since I have a pretty fast metabolism, so I can&apos;t really compare this to other diets. BUT... Several years ago, I started a new job and found myself sending out for fast food for lunch every day, eating it at my desk. All of a sudden, my clothes started to... *shrink*. I stepped on the scxale and saw that I&apos;d gained 15 pounds!!! I panicked!
                                
                                Found this ""diet"" and decided to try it. The weight just went away! It does get a little boring... But it&apos;s tasty and painless; think about adding different spices and/or herbs to the soup to vary it... chili powder, curry, etc. Now, I *did* have to change the way I had lunch once I lost the weight... No more fast food breakfasts and lunches (except for the occasional emergency...), trying to get out and walk a bit a few times a week at lunch... But it did get the weight off and-- with my revamped lunch hour-- kept it off."
4,"This is a very good for you and tasty soup, however, when I used to make this some time ago, I also thought that it lacked something or needed a little more flavor.  To give it the flavor it needs, I decided an old trick my grandmother use to use in her vegetable soup.....add a jar or can of sauerkraut in place of some of the cabbage and it gives it just the zing it needs.  Other than that, I left the recipe pretty much as is, I just didn&apos;t do a whole lot of measuring, just threw it all together and let it cook.  Enjoy!"
5,"I ate this soup for months when the recipe came out years ago.  You have to eat nothing else to lose weight....and I did, about 30 lbs.!!  I gave the recipe to everyone at work and they all lost weight too.  Besides which, it is an excellent soup (not so much for breakfast as we did back then!) but I still like it.  I have added chick peas to the recipe for some protein.  Also some lean hamburger goes well.  Thanks for the memories!"
5,"I make this when I&apos;m looking to lose weight quickly. I tried to follow the recipe as close as I could, adding minced garlic and omitting the canned green beans, but adding more celery and carrot. (Ew. Am I the only person who can&apos;t stand canned green beans?) I also added basil, oregano, thyme and a couple bay leaves. It dosen&apos;t affect the fat burning process to add a little flavor, does it? ;) I used my biggest stock pot and it came right up to the edge. So, plan accordingly. TIP: Make sure you are close to a bathroom about an hour or so after you eat this. This cleans out your system VERY well. EDITED: One pot of this soup lasted me one week, eating it three meals a day. To make it more filling, I add just a little cubed chicken breast. Just in a week, I can feel my pants getting looser. Good stuff. ANOTHER TWO WEEKS LATER: Down ten pounds!"
5,"Very good.  I used my food processor for most of the chopping, adjusted the seasonings to my personal taste, and simmered for a couple of hours.  I froze individual servings and have been bringing it to work for lunch.  It&apos;s very filling.  The only thing I would/will do differently next time is transfer some of the soup to a blender and process until smooth, then add back into the soup for a creamier texture."
3,"The amount of cabbage in this recipe is overpowering. I like cabbage, but this is too much!  If I make this again I will likely only use 1/4 the amount of cabbage and add other healthy veggies like squash and zucchini to make up for it.  I will also cut the recipe in half as it does cook entirely too much... 
                                
                                The thing that makes this soup a ""fat burner"" is you can eat ten bowls in one day and still be below 1000 calories. The carbs are low and there is no fat. If you make variations that don&apos;t include fat, carbs, and calories than you should still have the ""fat burning"" effect of this soup."
5,"LOVE IT!! ADDED FEW SHAKES OF TEXAS PETE HOT SAUCE AND WORCESTERSHIRE AND LEMON-PEPPER SEASONING.  FOR A BURST OF FLAVOR & STILL HEALTHY ADD 1/2LB OF FROZEN,PLAIN (NOT BREADED)OKRA.  ALSO, I DIDN&apos;T COOK THE SOUP TOO LONG...THE VEGGIES WERE STILL AL DENTE AND SLIGHTLY CRUNCHY...SO DELICIOUS.  NO TROUBLE GETTING YOU DAILY QUOTA OF VEGGIES WITH THIS RECIPE...I COULD EAT IT ALMOST EVERY DAY.  OH, DON&apos;T CUT YOUR ONIONS & CARROTS TOO SMALL CAUSE CHUNKIER IS BETTER IN THIS ONE."
5,"SUPERB beef stew!  I took the great base recipe, and tweaked it with a compilation of reviewer recommendations.  The end result is a winner, to be sure.  Here is what I did (and I won&apos;t change a thing the next time I make it): 1. Increase flour to 1/3 cup and substitute seasoned salt for regular salt.  Put flour mixture into gallon-sized, zippered bag.  Shake beef in bag to coat.  Sauté coated beef in 1-2 tablespoons olive oil until browned.  Add chopped onion to beef to sauté and soften.  Transfer to slow cooker.  2.  Mix beef broth (I used Swanson&apos;s Certified Organic in aseptic carton) with 1 TABLEspoon Worcestershire and ½ cup red wine.  Pour into hot skillet to deglaze, then pour over beef and onions in cooker.  3. Add remaining ingredients with these additions:  increase garlic to 2 cloves minced, 2 bay leaves; add 1 packet McCormick&apos;s Beef Stew Seasoning.  Your home will smell wonderful all day, and your meal will be a savory feast!  I served the stew in bowls, accompanied by slices of fresh, crusty bread."
5,"I have been making this stew for almost 3 years and wanted to review it again.  Although I&apos;m sure Corinne&apos;s suggestions are good, what I like most about this recipe is the simplicity of preparation...no browning the beef.  I&apos;ve made this over a couple dozen times at least - doubled - and have never had leftovers.  It is a terrific recipe as written."
5,"I made this stew for the first time using Corinne&apos;s suggestion.  The stew turned out great!  The next week, I made the stew following the exact recipe (minus the celery, since I didn&apos;t have any); and I must say that the stew turned out EVEN BETTER when following the exact recipe.  (Also, I didn&apos;t have as many dishes to wash.)  This stew is SO DELICIOUS.  Next time I make this you can bet I will follow the recipe EXACTLY AS WRITTEN."
5,"I don&apos;t understand why Corrine doesn&apos;t just post her own recipe for beef stew.  The point is to review the given recipe, not list a million changes to it.  This stew is perfect AS WRITTEN.  If you make any changes, you are not making this recipe for beef stew!!!!"
5,"THIS is a terrific basic recipe!!  Nothing to stop you from adding your favorite things - although the TASTE is GREAT just like it is.  I used chuck because it&apos;s not as dry as a bottom round.  I had a tomato so I chopped it up & added it.  I saw where someone had added an envelope of beef gravy - great idea too!!!  Thank goodness there&apos;s people out there REALLY KNOW HOW TO COOK!!  Oh, and don&apos;t bother to brown the beef the way some recipes state - it only makes the beef dry.  Thanks for this recipe."
5,"An excellent and easy stew recipe. I make minimal changes (I like parsnips, so I add three chopped in place of celery, and I add a little more broth because I like more gravy), but that&apos;s about it. This is one of those easy, homey, stick-to-your-ribs recipes. Some of the reviews tick me off: Yes, it&apos;s a ""regular"" stew recipe because it is, after all, STEW. And all the changes that other reviewers make? Don&apos;t say ""I made this recipe, but I changed EVERYTHING about it."" You aren&apos;t doing this recipe justice.. heck, you aren&apos;t doing THIS recipe at all. I&apos;m as guilty of changing recipes to suit my tastes and pantry as much as anyone, but at least tell us that you&apos;ve made the original recipe as written before doing your million-and-one changes! Thanks for sharing this tasty-as-written recipe, Buchko!"
5,"I made similar adjustments to previous raters.  I dredged the beef in flour/salt/pepper and pan friend until browned in olive oil before adding to the slow cooker.  Then I added some butter and onion to the pan and cooked until softened. Next I deglazed the pan with some of the broth being sure to  scrape up the yummy bits. In total I used 2 10 oz cans of beef broth.  I added 10 oz. sliced button mushrooms. Used almost 2T worchestershire sauce, added a bunch of extra herbs and finally thickened with cornstarch.  It was perfect."
4,"I followed Corinnes suggestions and this came out fantastic! The flavor and cosistency were wonderful, and just as good the next day. 
                                So you dont have to search for it, here is her suggestion: 1. Increase flour to 1/3 cup and substitute seasoned salt for regular salt. Put flour mixture into gallon-sized, zippered bag. Shake beef in bag to coat. Sauté coated beef in 1-2 tablespoons olive oil until browned. Add chopped onion to beef to sauté and soften. Transfer to slow cooker. 2. Mix beef broth with 1 TABLEspoon Worcestershire and ½ cup red wine. Pour into hot skillet to deglaze, then pour over beef and onions in cooker. 3. Add remaining ingredients with these additions: increase garlic to 2 cloves minced, 2 bay leaves; add 1 packet McCormick&apos;s Beef Stew Seasoning."
5,"I have this exact recipe in the recipe booklet that came with my slow cooker! I make it all of the time and my family loves it. I use a packet of dry onion soup mix in place of all the spices, only because it&apos;s an easy and convenient way to toss it together."
3,This just tasted like regular old beef stew to me.  Nothing unusual or great about it.  My fiance said there was too much meat and not enough vegetables.  I&apos;ll keep searching for another recipes.  I think this would&apos;ve benefited from a 1/2 c. red wine.
3,"This has the potential to be a really great broccoli cheese soup.  As is, it’s just o.k.   To me it tasted like broccoli with cheese sauce.  It was bland and seemed to be lacking something.   I’m thinking it’s the cooking process.  It seems backwards.  Typically, milk products are added last because simmering can cause curdling, especially if simmered for a long period of time.  It works out o.k. for this recipe because it’s so thick from the cheese that you don’t really notice.   What I found odd was that half of the cooking time is dedicated to just simmering the milk with plain stock, absent of any vegetables or seasonings of any kind.  It’s only in the latter stage when you add the vegetables and those are only cooked just long enough until tender.   Onions, celery, and carrots are essential when it comes to adding flavor to any soup broth and it takes time to develop that flavor.  I would suggest adding those 3 ingredients to the chicken broth at the beginning so they have more cook time.  The other change I would make is when to add the milk.  I would start by adding the broth to the flour first and then the milk, but that’s just me."
3,"Three stars because it actually tasted good, but the whole cooking process was just strange. In all my years of cooking, I have never seen instructions like that. All you really gotta do is brown your butter, add the other veggies along with the broth, simmer til the vegetables are done. Then add your thickener - in this case, flour and melted butter. Then you add the milk and the cheese. It turned out great this way, and only took me and my daughter about a half hour to make it. Simmering the already thickened broth/milk for 20 minutes? Then adding the vegetables and cooking them for another 20 minutes? Seems to me that the recipe instructions are actually written in reverse!"
5,"I made this soup and my husband (who is not a really big soup fan) could not get enough of it.  Only difference I made to the recipe was using 1 cup milk and 1 cup cream (since I had it on hand), rather than 2 cups 2%.  Also, I didn&apos;t have the full amount of cheddar, so I threw in maybe 1/3 cup slab of veleeta to make up the difference.  But I almost never have velveeta, and would recommend sticking with the cheddar just out of principle&apos;s sake.  I used the stock to make the flour thickener rather than the milk/cream (just a preference).  Then I added the milk and cream at the end with the cheese.  It was definitely a delicious and thick soup, just like Panera&apos;s.  Yum! Thanks a bunch, gildawen!"
2,"I hate to leave a 2-star, unfavorable review.  However, to be fair to those who want to try this in the future, I want to give my opinion: it was bland and utterly tasteless. I was so disappointed that I didn&apos;t care how close it was to Panera&apos;s recipe -- I just wanted flavor!  I ended up adding a tablespoon of garlic powder and 2 tablespoons of powdered chicken broth base (2 chicken bouillon cubes would work too), and this did the trick! We ended up with a very tasty soup for dinner, and I will make this regularly throughout the winter, WITH my additions. Good luck!"
5,"The family loved this soup. The only changes I made was to thin the roux with chicken broth instead of milk and added the broth instead of milk. Then I added all the veggies and simmered it, then added the milk at the end. Wonderful soup!"
5,"I&apos;ve made this soup before using a different recipe, couldn&apos;t find the old recipe so I decided to give this a try. I used the exact measurements and ingredients listed except celery, the only other difference I made was instead of simmering the milk/flour/butter to thicken I used chicken broth as the liquid, let it simmer a little (around 7 minutes) added all my veggies and 1/2 cup of water (my burners are too strong and I feared all the liquid evaporating and becoming a pudding instead of a soup) and let it simmer until veggies were tender. Last step I added milk, cheese and served. WOW. BIG HIT with me and my husband who doesn&apos;t like soup. The flavor was all there, just be careful with adding salt as most chicken stocks already have sodium and cheese adds a lot."
4,As the submitter said it&apos;s open to what you like to make your changes to fit your taste. I found two copycat Panera bread broccoli-cheese soup recipes - here & food.com. They are very very very similar. Food.com adds nutmeg. I like the almost invisible taste of nutmeg in creamy soups. I am not a nutmeg fan (always halve it in baked goods) but in this soup: Mmmm! I changed the directions because they seemed really odd/off the order of things. This one says 1 1/2c broccoli; the other 1/2#. &apos;Pretty sure the answer is in between those two. I went with close to 1/2#. Daughter said it had too much broccoli or not enough cheese - didn&apos;t know which.:) Anywayyyy I microsteamed it three minutes then allowed to cool. I sauteed 2 medium sized cut-bigger-than-matchstick carrots in 1/4c butter 5 minutes; then added 1 pc celery diced sauteed 2 minutes; then about half cup onion (half onion) five minutes. &apos;Meant to do the sprinkling of 1/4c flour next but got ancy & added 2c homemade chicken broth next. Put that in a blender (daughter request) along with the broccoli then back in the pot & thickened once it got hot. After thickening added 1/4t salt & nutmeg; & 1/8t black pepper; 1c 2% milk; 1c half&half.(Probably go for all half&half next time or more thickener with milk). I chopped up an 8oz block Kraft sharp cheddar but it wasn&apos;t sharp enough enough cheese or both. Simmered 15 minutes. Good soup.:)
3,"*arthur fist* Like many of the other reviewers, I had to tweak the recipe. The instructions didn’t read well to me so I took some suggestions and now I think I have a good system to get things the way I’d like.
                                
                                 I used 1.5 cups of sharp cheddar, 4 cups of chicken broth, 1 cup of heavy cream, 1 cup of thin carrots, 4 table spoons of butter, ¼ cup of flour,  2 cloves minced garlic, ½ onion, salt, pepper, garlic powder, 1 tsp of nutmeg 10 oz of broccoli. Steam broccoli until soft and easy to cut (It took forever to get soft simmering with everything else) In another pot sautee onions, carrots (if you don’t have a blender I’d make the pieces even smaller) in butter until tender, then add flour and cook for a minute. Add 2 cups of broth to onions, carrots, and flour mixture. Add in your cup of heavy cream and bring to a boil then lower the temp, remove from heat and add cheese gradually while stirring (if you throw in all the cheese at once it&apos;ll get clumpy). Your mixture should be thick at this point, add the last 2 cups of broth to thin it out, and add in your broccoli. Add seasonings to taste. Let simmer for awhile and it should be good to go."
3,"I&apos;m rating it 3 because I have to rate it. But for a suggestion since I&apos;ve made the Panera copycat before. First is to blend the ingredients, minus the cheese, in a blender. Second, the secret ingredient is a pinch of nutmeg to the final product. And btw making a roux before adding the liquids gives it more depth."
5,Sounds like Brenda  is full of herself. Excellent recipe. It&apos;s five by itself. I&apos;m sure Brenda brought it down to three stars.
4,I did tweak this recipe and then it made it 5 stars!  I used more onion and more carrots.  I took some chicken stock and mixed it in with cream cheese to make it thick and creamy in place of using half and half.  I used seriously sharp cheddar cheese and super sharp cheddar cheese and when the soup was done I pureed part of it to make a thick and creamy soup.  This was an excellent soup with my changes!
5,"Made this recipe a few days ago, everyone in the family loved it so much. First time I made it I used frozen broccoli, which was great, but the second time tried it with fresh, steamed broccoli and it was even better. Can&apos;t recommend enough for a simple delicious meal. Thanks for sharing this recipe with our family!"
5,Delicious! Everyone loved it. Didn&apos;t change a thing. Good thing I doubled the recipe.
5,Better than any I&apos;ve ordered at a restaurant!!
5,I really enjoyed this recipe as did my husband.  The only change I made was to add some garlic with the onion.  The soup is really flavorful and is surprisingly filling.  I like that it can be made quickly with ingredients that are readily available all year long.
5,Wow just made this today! In love! I used vegetable broth as I am vegetarian and added some garlic cloves and cayenne pepper to spice it up a bit! So yummy!!!
5,"I thought this was delicious even before I put the cheese in. I should have read the cook&apos;s notes and made a lot more though. As written, we had two not quite full bowls and would be good for a side. But I WILL be making more because it was so good and easy. The only change I made was using veggie stock since we&apos;re vegetarians."
5,"Easy to make and tastes so delicious. I really appreciate that all of the ingredients are fresh. So many other recipes I read used canned soups (such as cream of chicken) or processed cheese. I read others reviews and, as one suggested, added a bit of garlic to the mix and I omitted the carrots and celery (because I don&apos;t like them in rich soups). I then doubled the recipe as the author mentioned. We loved it and are thrilled to have leftovers. This one is going to get used again and again."
3,Poor Brenda lol
5,"I halved this recipe but still kept the whole onion and peppers. I also couldn&apos;t find a red jalapeno, so used a green. The spice was just perfect for us and really had a great flavored soup base. Our guest don&apos;t eat spicy food at all and although they cleaned their bowls, they said it was a wee bit more spicy than they would make, but did like it. I didn&apos;t make the sour cream topping, since our guest don&apos;t really like cilantro, but it does sound good."
5,"My boyfriend raves about his ex girlfriends chili and I&apos;ve never made chili before. I had to search and search for the perfect recipe to show her up. Lol found this recipe and decided to try it. I couldn&apos;t find red peppers so I used 3 jalapeños. I added a can of rotel chipotle tomatoes. Everything else kept the same. Took to work for chili cook off and I got tons of compliments and was told several times, best chili they ever ate including my boyfriend!  Oh...and I won the contest. I make this often now.  Best chili ever!!!"
5,"Absolutely a great recipe. I could not find a red jalapeno pepper so I used two large red chili peppers. I increased the chili powder and cumin to 3 tablespoons each because I like mine a bit more spicy. I always use Conecuh Sausage in my chili recipes so I added 3/4 pound of that, fried and cut into small pieces. I did not have fire roasted tomatoes so I used 1 can of regular Rotel instead. I could not find a Anaheim pepper so I used a Poblano pepper instead. I cooked this in my Crock Pot for 6 hours. Other than these modifications I followed the recipe as written. I considered my personal recipe to be the best out there but this one beat me hands down. It will become my new recipe from now on. Simply a blue ribbon recipe for chili."
